iata nº,Ticket,Fecha,void,Línea,Tarifa,Efectivo,Tarjetas,imp total,iva,Comisión,Neto Final,Total Venta,Over,Exp.,iva,iva com,Comisión,Fact,Ruta
12345678,9691596381,25/09/2015,0,AR,731.00,731.00,0.00,150.83,0.00,21.93,857.60,872.60,0.00,23032,80.21,0.00,21.93,FAC-A-1441,TUC/COR
12345678,9691596382,25/09/2015,0,4M,2654.00,2654.00,0.00,486.09,0.00,26.54,3052.11,3082.11,53.08,23033,291.21,0.00,26.54,FAC-A-1447,COR/AEP/COR
12345678,9691596383,25/09/2015,0,4M,3273.00,3273.00,0.00,581.86,0.00,32.73,3746.36,3776.36,65.46,23034,359.13,0.00,32.73,FAC-A-1440,AEP/COR/AEP
12345678,9691596384,25/09/2015,0,4M,2108.00,2108.00,0.00,363.88,0.00,21.08,2402.00,2417.00,42.16,23034,231.30,0.00,21.08,FAC-A-1440,AEP/COR
12345678,9691596385,25/09/2015,0,AR,3057.00,0.00,3057.00,548.44,0.00,91.71,3504.10,3504.10,0.00,23036,335.43,0.00,91.71,FAC-A-1456,COR/AEP/COR
12345678,9691596386,25/09/2015,0,4M,2569.00,2569.00,0.00,472.93,0.00,25.69,2956.77,2986.77,51.38,23033,281.88,0.00,25.69,FAC-A-1447,COR/AEP/COR
12345678,9691596387,25/09/2015,0,4M,1574.00,1574.00,0.00,318.98,0.00,15.74,1840.80,1870.80,31.48,23031,172.70,0.00,15.74,FAC-A-1453,COR/AEP/COR
12345678,9691596388,25/09/2015,0,AR,6364.00,0.00,6364.00,3110.30,0.00,190.92,11510.78,9410.66,0.00,23037,-2227.40,0.00,190.92,FAC-A-1457,SCL/AEP/COR/AE
12345678,9691596389,25/09/2015,0,LA,15557.00,15557.00,0.00,7729.10,0.00,155.57,27797.68,22663.82,777.00,23040,-5445.00,0.00,155.57,FAC-A-1459,COR/SCL/JFK/YU
12345678,9691596391,25/09/2015,0,AR,3460.00,0.00,3460.00,610.72,0.00,103.80,3956.02,3986.02,0.00,23039,379.60,0.00,103.80,FAC-A-1458,COR/AEP/IGR/SL
12345678,9691596393,25/09/2015,0,AR,980.00,0.00,980.00,227.08,0.00,29.40,1174.59,1204.59,0.00,23041,107.54,0.00,29.40,FAC-A-1460,COR/TUC/COR
12345678,9691596394,25/09/2015,0,AR,980.00,424.16,782.92,227.08,0.00,29.40,1174.59,1204.59,0.00,23041,107.54,0.00,29.40,FAC-A-1460,COR/TUC/COR
12345678,9691596395,25/09/2015,0,4M,2330.00,2330.00,0.00,435.96,0.00,23.30,2688.72,2718.72,46.60,23046,255.66,0.00,23.30,FAC-A-1465,COR/AEP/COR
12345678,9691596396,25/09/2015,0,4M,2191.00,2191.00,0.00,414.44,0.00,21.91,2532.81,2562.81,43.82,23049,240.40,0.00,21.91,FAC-A-1467,COR/AEP/COR
12345678,9691596397,25/09/2015,0,4M,2271.00,2271.00,0.00,426.74,0.00,22.71,2622.46,2652.46,45.42,23048,249.13,0.00,22.71,FAC-A-1466,COR/AEP/COR
12345678,9691596398,25/09/2015,0,CM,8225.00,8225.00,0.00,4691.00,0.00,0.00,15794.80,12916.00,0.00,23067,-2878.80,0.00,0.00,0,COR/PTY/SDQ/PT
12345678,9691596399,25/09/2015,0,CM,8225.00,8225.00,0.00,4691.00,0.00,0.00,15794.80,12916.00,0.00,23067,-2878.80,0.00,0.00,0,COR/PTY/SDQ/PT
12345678,9691629600,25/09/2015,0,CM,8225.00,8225.00,0.00,4691.00,0.00,0.00,15794.80,12916.00,0.00,23067,-2878.80,0.00,0.00,0,COR/PTY/SDQ/PT
12345678,9691629601,25/09/2015,0,CM,8225.00,8225.00,0.00,4691.00,0.00,0.00,15794.80,12916.00,0.00,23067,-2878.80,0.00,0.00,0,COR/PTY/SDQ/PT
12345678,9691629602,25/09/2015,1,AR,0.00,0.00,0.00,0.00,0.00,0.00,100.00,120.00,0.00,23052,-100.00,0.00,0.00,FAC-A-1470,COR/AEP/COR
12345678,9691629603,25/09/2015,1,AR,0.00,0.00,0.00,0.00,0.00,0.00,100.00,120.00,0.00,23052,-100.00,0.00,0.00,FAC-A-1470,COR/AEP/COR
12345678,9691629604,25/09/2015,0,4M,2330.00,2330.00,0.00,435.96,0.00,23.30,2688.72,2718.72,46.60,23052,255.66,0.00,23.30,FAC-A-1470,AEP/COR/AEP
12345678,9691629605,25/09/2015,0,AR,1895.00,1895.00,0.00,330.93,0.00,56.85,2163.11,2178.11,0.00,23061,207.93,0.00,56.85,FAC-A-1477,JUJ/AEP
12345678,9691629606,25/09/2015,0,AR,1895.00,1895.00,0.00,330.93,0.00,56.85,2163.11,2178.11,0.00,23061,207.93,0.00,56.85,FAC-A-1477,JUJ/AEP
12345678,9691629607,25/09/2015,0,JJ,1880.00,1880.00,0.00,1892.58,0.00,0.00,4430.58,3772.58,0.00,23070,-658.00,0.00,0.00,0,COR/GRU/GIG/GR
12345678,9691629608,25/09/2015,0,JJ,1880.00,1880.00,0.00,1892.58,0.00,0.00,4430.58,3772.58,0.00,23073,-658.00,0.00,0.00,0,COR/GRU/GIG/GR
12345678,9691629609,25/09/2015,0,JJ,1880.00,1880.00,0.00,1892.58,0.00,0.00,4430.58,3772.58,0.00,23072,-658.00,0.00,0.00,0,COR/GRU/GIG/GR
12345678,9691629610,25/09/2015,0,JJ,1880.00,1880.00,0.00,1892.58,0.00,0.00,4430.58,3772.58,0.00,23070,-658.00,0.00,0.00,0,COR/GRU/GIG/GR
12345678,9691629611,25/09/2015,0,JJ,1880.00,1880.00,0.00,1892.58,0.00,0.00,4430.58,3772.58,0.00,23071,-658.00,0.00,0.00,0,COR/GRU/GIG/GR
12345678,9691629612,25/09/2015,0,JJ,1880.00,1880.00,0.00,1892.58,0.00,0.00,4430.58,3772.58,0.00,23073,-658.00,0.00,0.00,0,COR/GRU/GIG/GR
12345678,9691629613,25/09/2015,0,JJ,1429.00,1429.00,0.00,1712.10,0.00,0.00,3641.18,3141.10,0.00,23073,-500.08,0.00,0.00,0,COR/GRU/GIG/GR
12345678,9691629614,25/09/2015,0,JJ,3516.00,3516.00,0.00,2539.30,0.00,35.16,6863.98,5738.86,386.00,23054,-1230.60,0.00,35.16,FAC-A-1472,COR/GRU/CWB/G
12345678,9691629615,25/09/2015,0,JJ,3516.00,3516.00,0.00,2539.30,0.00,35.16,6863.98,5738.86,386.00,23054,-1230.60,0.00,35.16,FAC-A-1472,COR/GRU/CWB/G
12345678,9691629616,25/09/2015,0,AR,3987.00,0.00,3987.00,654.62,0.00,119.61,4509.45,4539.45,0.00,23055,437.48,0.00,119.61,FAC-A-1473,COR/AEP/SLA
12345678,9691629617,25/09/2015,0,CM,9259.00,9259.00,0.00,5104.60,0.00,0.00,17604.30,14363.60,0.00,23064,-3240.70,0.00,0.00,0,COR/PTY/PUJ/PT
12345678,9691629618,25/09/2015,0,CM,9259.00,9259.00,0.00,5104.60,0.00,0.00,17604.30,14363.60,0.00,23064,-3240.70,0.00,0.00,0,COR/PTY/PUJ/PT
12345678,9691629619,25/09/2015,0,AR,2500.00,2500.00,0.00,462.17,0.00,75.00,2879.30,2909.29,0.00,23081,274.25,0.00,75.00,FAC-A-1481,COR/AEP/COR
12345678,9691629620,25/09/2015,0,KL,12164.00,12164.00,0.00,12869.90,0.00,121.64,30298.04,24671.41,602.00,23056,-5987.90,0.00,121.64,FAC-A-1474,EZE/AMS/BLQ/A
12345678,9691629622,25/09/2015,0,AR,2253.00,0.00,2253.00,424.02,0.00,67.59,2602.33,2632.33,0.00,23062,247.20,0.00,67.59,FAC-A-1478,TUC/AEP/TUC
12345678,9691629623,25/09/2015,0,AR,1802.00,0.00,1802.00,354.26,0.00,54.06,2096.52,2126.52,0.00,23062,197.72,0.00,54.06,FAC-A-1478,TUC/AEP/TUC
12345678,9691629624,25/09/2015,0,AR,1802.00,0.00,1802.00,354.26,0.00,54.06,2096.52,2126.52,0.00,23062,197.72,0.00,54.06,FAC-A-1478,TUC/AEP/TUC
12345678,9691629625,25/09/2015,0,AR,1915.00,0.00,1915.00,371.67,0.00,57.45,2223.19,2253.19,0.00,23062,210.07,0.00,57.45,FAC-A-1478,TUC/AEP/TUC
12345678,9691629626,26/09/2015,0,AZ,8497.00,8497.00,0.00,11890.20,0.00,84.97,24167.33,20387.20,841.00,23084,-4706.30,0.00,84.97,FAC-A-1482,EZE/FCO - 
12345678,9691629628,26/09/2015,0,AZ,8497.00,8497.00,0.00,11890.20,0.00,84.97,24167.33,20387.20,841.00,23084,-4706.30,0.00,84.97,FAC-A-1482,EZE/FCO - 
12345678,9691629630,26/09/2015,0,AR,5919.00,5919.00,0.00,3562.30,0.00,177.57,10487.58,8711.83,887.00,23085,-2071.70,0.00,177.57,FAC-B-346,COR/MIA/COR
12345678,9691629631,26/09/2015,0,AR,2276.00,0.00,2276.00,427.60,0.00,68.28,2628.15,2658.15,0.00,23090,249.74,0.00,68.28,FAC-A-1487,AEP/TUC/AEP
12345678,9691629633,26/09/2015,1,LA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,VOID,0.00,0.00,0.00,0,COR/SCL/LIM/SCL
12345678,9691629634,27/09/2015,0,LA,5712.00,5712.00,0.00,3410.50,0.00,57.12,11064.58,9122.50,0.00,23098,-1999.20,0.00,57.12,FAC-B-347,COR/LIM/ANF/SC
12345678,9691629635,27/09/2015,0,LA,5787.00,5787.00,0.00,3347.00,0.00,57.87,10928.02,9018.26,173.00,23098,-2025.50,0.00,57.87,FAC-B-347,COR/LIM/COR/AE
